unit_price_usd,profit_usd,shipping_cost_usd,profit_margin_pct,cost_usd,total_price_usd
34.92,41.44,8.68,26.37,115.7,157.14
45.13,50.97,2.09,37.65,84.42,135.39
15.72,27.04,19.56,58.94,18.84,45.88
448.37,232.96,22.43,20.38,910.38,1143.34
22.53,25.48,6.73,33.26,51.12,76.6
75.46,172.65,12.88,45.76,204.65,377.3
177.92,289.35,13.54,54.21,244.41,533.76
41.26,32.92,8.55,49.86,33.1,66.02
105.66,134.57,4.63,44.69,166.56,301.13
226.1,464.55,23.77,41.09,665.95,1130.5
215.91,397.68,17.52,51.16,379.6,777.28
15.72,30.48,15.59,52.77,27.28,57.76
66.2,89.19,12.48,44.91,109.41,198.6
29.35,31.23,15.54,35.47,56.82,88.05
82.52,41.75,16.73,26.63,115.04,156.79
260.2,76.86,13.48,31.09,170.33,247.19
256.18,173.86,0.58,25.14,517.83,691.69
156.93,156.31,8.94,34.95,290.94,447.25
156.61,263.88,8.49,44.34,331.24,595.12
37.6,37.05,15.13,43.79,47.55,84.6
113.79,34.75,0.87,32.15,73.35,108.1
142.33,29.97,17.55,23.4,98.13,128.1
424.42,784.3,14.89,44.49,1060.1,1805.0
34.15,46.61,1.05,50.55,45.6,92.21
118.13,92.68,11.44,27.53,243.99,336.67
88.05,20.8,16.42,27.79,54.04,74.84
41.81,71.25,11.23,56.8,54.18,125.43
162.52,189.44,11.4,25.9,541.9,731.34
274.64,69.45,23.91,26.62,191.46,260.91
115.48,35.48,15.54,36.15,62.68,98.16
42.59,15.52,21.27,36.44,27.07,42.59
94.32,35.71,12.96,42.07,49.18,84.89
161.97,284.23,3.88,43.87,363.65,647.88
17.66,7.23,10.81,43.09,13.04,22.06
151.94,274.4,15.12,36.12,485.3,759.7
32.4,41.9,19.06,34.49,79.6,121.5
173.82,155.46,13.43,49.69,157.42,312.88
146.71,105.96,12.65,40.12,158.12,264.08
94.34,102.77,4.15,40.35,151.95,254.72
392.18,694.46,7.94,39.35,1070.35,1764.81
362.13,246.92,20.9,34.09,477.34,724.26
146.27,222.4,5.93,35.78,399.25,621.65
186.51,61.44,23.26,36.6,106.42,167.86
179.9,220.65,8.75,27.26,588.9,809.55
61.21,108.45,14.19,59.01,75.18,183.63
211.52,342.72,12.4,54.01,291.84,634.56
117.48,262.3,1.11,44.65,325.1,587.4
206.98,211.17,3.34,25.51,616.75,827.92
87.72,98.95,13.59,31.33,216.84,315.79
348.53,706.9,4.97,47.72,774.35,1481.25
161.9,148.2,1.04,28.61,369.88,518.08
433.3,473.61,8.73,40.48,696.3,1169.91
214.36,163.48,19.53,17.94,747.55,911.03
86.69,125.07,3.61,48.09,135.0,260.07
63.35,54.21,4.52,45.04,66.16,120.37
214.72,237.64,13.6,38.83,374.31,611.95
143.23,351.0,4.26,49.01,365.15,716.15
234.11,244.14,1.09,38.62,387.96,632.1
147.64,306.19,0.41,54.58,254.84,561.03
93.92,33.46,19.65,35.63,60.46,93.92
36.2,70.08,8.74,50.95,67.48,137.56
247.72,404.9,11.79,32.69,833.7,1238.6
79.4,78.09,18.46,34.51,148.2,226.29
117.64,63.69,15.26,31.85,136.3,199.99
62.77,142.36,12.42,56.7,108.72,251.08
47.19,100.84,11.75,53.42,87.92,188.76
95.71,72.48,5.53,42.07,99.8,172.28
71.68,65.95,5.43,34.08,127.59,193.54
129.61,119.11,7.35,30.63,269.72,388.83
38.16,89.32,1.87,58.52,63.32,152.64
210.78,72.69,21.81,45.98,85.39,158.08
171.03,152.48,17.19,20.98,574.4,726.88
359.67,642.46,21.26,39.69,976.05,1618.51
138.96,123.11,2.39,49.22,127.02,250.13
93.85,150.4,20.85,32.05,318.85,469.25
145.07,75.0,7.7,54.42,62.82,137.82
92.19,95.36,8.09,51.72,89.02,184.38
314.98,357.2,12.18,56.7,272.76,629.96
184.01,209.64,24.75,37.98,342.39,552.03
138.42,234.74,15.25,39.9,353.55,588.29
58.5,82.78,2.62,49.65,83.94,166.72
340.77,527.22,22.15,51.57,495.09,1022.31
159.5,139.21,0.25,45.94,163.84,303.05
210.9,262.47,2.29,41.48,370.23,632.7
32.61,8.83,6.05,31.85,18.89,27.72
156.19,161.91,21.58,23.04,540.95,702.86
143.47,29.63,2.32,13.24,199.92,229.55
94.59,126.96,20.95,33.56,251.4,378.36
86.54,51.25,23.74,39.48,78.56,129.81
272.62,402.88,24.75,36.95,687.6,1090.48
375.96,308.57,18.85,48.28,330.56,639.13
125.73,186.14,8.27,54.83,153.33,339.47
121.53,38.84,8.74,31.96,82.69,121.53
84.01,62.16,7.61,27.4,164.67,226.83
178.71,346.04,15.33,48.41,368.8,714.84
123.59,148.01,23.54,28.18,377.25,525.26
46.11,17.39,23.07,44.37,21.8,39.19
225.11,161.64,13.5,35.9,288.58,450.22
15.72,14.41,17.57,53.83,13.04,26.77
57.49,34.57,3.48,31.65,74.66,109.23
426.47,784.3,9.59,51.19,832.6,1705.88
66.51,87.96,23.85,44.08,111.57,199.53
160.17,142.35,14.98,49.37,145.96,288.31
65.45,90.59,24.26,36.42,158.12,248.71
57.25,113.51,20.79,52.18,104.04,217.55
61.47,19.71,24.75,37.72,32.54,52.25
224.11,282.74,19.21,28.04,725.75,1008.49
54.37,30.25,18.87,34.77,56.74,86.99
177.1,346.3,15.29,43.45,450.65,796.95
200.97,364.01,12.29,47.66,399.68,763.69
406.96,168.29,23.95,24.33,523.54,691.83
138.67,54.33,13.72,39.18,84.34,138.67
429.78,212.99,4.04,52.17,195.3,408.29
82.62,141.23,23.73,50.28,139.68,280.91
93.73,22.27,3.61,13.24,258.92,281.19
62.59,65.97,24.75,35.13,121.8,187.77
22.77,55.95,24.75,49.14,57.9,113.85
117.63,159.88,12.8,33.98,310.64,470.52
25.64,11.62,16.07,45.32,14.02,25.64
128.85,102.88,23.28,49.9,103.28,206.16
65.95,84.94,8.9,47.7,93.12,178.06
212.82,451.92,6.89,53.09,399.36,851.28
120.99,85.26,18.76,35.23,156.72,241.98
143.26,16.75,2.5,14.61,97.86,114.61
97.94,76.17,7.0,30.5,173.58,249.75
22.0,31.17,15.11,47.23,34.83,66.0
98.67,174.96,4.58,59.01,121.05,296.01
241.57,139.91,24.75,57.92,101.66,241.57
249.27,288.15,15.49,38.53,459.66,747.81
108.08,60.38,21.37,31.04,134.16,194.54
110.6,39.79,4.79,39.97,59.75,99.54
301.2,126.4,24.59,13.24,837.44,963.84
140.4,224.73,11.31,53.35,196.47,421.2
116.32,136.3,1.12,30.84,305.72,442.02
106.93,163.8,5.33,30.64,370.85,534.65
224.64,317.61,21.3,47.13,356.31,673.92
118.72,124.2,12.58,52.31,113.24,237.44
177.86,169.38,13.25,25.4,497.6,666.98
168.86,63.25,4.42,37.46,105.61,168.86
140.1,66.17,19.47,49.71,66.93,133.1
15.72,7.18,9.31,15.52,26.56,31.44
91.25,94.49,19.76,36.33,165.57,260.06
236.15,423.01,7.47,47.14,474.36,897.37
197.17,86.39,21.13,43.81,110.78,197.17
76.77,70.77,19.85,32.35,148.02,218.79
144.56,147.12,5.0,50.89,142.0,289.12
313.43,102.47,10.82,36.33,179.62,282.09
39.28,38.15,15.11,34.08,73.8,111.95
335.12,764.5,0.74,45.63,911.1,1675.6
89.61,130.59,4.91,53.97,111.36,241.95
52.8,48.6,22.01,30.68,109.8,158.4
197.18,49.55,5.03,31.41,108.19,157.74
153.4,277.8,12.34,42.61,374.15,651.95
230.77,132.56,4.58,23.93,421.29,553.85
275.91,224.09,16.06,23.89,714.0,938.09
107.01,100.28,9.55,52.06,92.34,192.62
25.61,25.8,6.6,35.35,47.19,72.99
201.5,102.87,11.25,26.87,279.98,382.85
93.67,250.9,4.05,53.57,217.45,468.35
59.93,103.43,8.91,47.94,112.32,215.75
209.24,75.37,10.33,42.38,102.48,177.85
207.21,151.06,13.84,38.37,242.64,393.7
122.16,130.99,17.9,37.62,217.17,348.16
31.8,31.11,18.3,34.33,59.52,90.63
148.58,66.69,9.46,52.81,59.6,126.29
36.13,14.65,24.71,40.55,21.48,36.13
114.52,245.92,24.75,45.21,298.05,543.97
182.41,108.64,1.09,59.01,73.77,182.41
25.87,59.33,0.25,48.28,63.55,122.88
200.67,265.95,20.94,44.18,336.06,602.01
102.15,121.27,19.28,26.38,338.4,459.67
243.0,458.8,21.88,47.2,513.2,972.0
75.88,118.5,21.19,31.23,260.9,379.4
130.38,90.14,5.46,34.57,170.62,260.76
30.61,8.47,13.19,30.74,19.08,27.55
107.47,151.49,21.33,49.46,154.8,306.29
125.29,339.05,20.57,54.12,287.4,626.45
137.68,286.24,8.32,48.92,298.9,585.14
197.25,274.83,10.75,36.67,474.72,749.55
69.36,62.58,6.82,25.06,187.12,249.7
328.28,134.27,19.95,45.45,161.18,295.45
200.84,73.05,4.71,40.41,107.71,180.76
185.39,276.51,4.14,35.09,511.4,787.91
135.35,192.56,20.13,35.57,348.84,541.4
40.98,25.48,0.55,24.38,79.02,104.5
175.68,377.33,1.76,45.22,457.15,834.48
59.16,51.76,7.17,43.75,66.56,118.32
111.37,40.13,2.25,36.03,71.24,111.37
29.68,12.32,12.13,41.51,17.36,29.68
223.51,212.74,23.8,47.59,234.28,447.02
128.66,290.5,14.15,45.16,352.8,643.3
307.3,283.29,11.61,30.73,638.61,921.9
132.36,192.16,12.83,36.29,337.28,529.44
212.89,91.35,21.7,47.68,100.25,191.6
76.71,17.56,12.78,28.61,43.81,61.37
379.79,784.3,4.4,51.53,874.4,1804.0
207.73,94.45,23.1,25.26,279.46,373.91
46.76,22.5,23.51,50.65,21.92,44.42
391.91,79.24,24.33,26.96,214.69,293.93
33.92,41.79,16.31,41.07,59.97,101.76
119.85,123.84,17.36,34.44,235.71,359.55
47.32,49.24,1.49,52.03,45.4,94.64
151.15,96.2,19.33,23.57,311.91,408.11
417.97,740.88,20.89,59.01,513.03,1253.91
90.27,206.52,22.83,57.2,154.56,361.08
43.59,114.4,14.83,52.49,103.55,217.95
209.13,270.0,8.47,43.04,357.39,627.39
55.81,28.82,7.13,28.69,71.64,100.46
120.13,114.51,1.7,52.96,101.72,216.23
198.71,73.52,14.47,37.0,125.19,198.71
219.0,274.32,20.56,39.14,426.48,700.8
99.94,82.9,24.59,34.56,156.96,239.86
75.11,61.12,23.31,28.55,152.94,214.06
475.51,784.3,8.19,35.88,1097.55,1805.0
104.43,49.37,11.25,27.81,128.16,177.53
171.86,196.11,16.61,30.03,456.96,653.07
134.84,216.09,23.44,53.42,188.43,404.52
21.28,7.18,7.13,27.78,13.83,22.06
88.89,21.73,18.35,16.3,111.6,133.33
199.53,469.12,14.9,49.5,478.65,947.77
137.92,201.04,23.34,36.44,350.64,551.68
65.71,101.73,20.32,51.61,95.4,197.13
61.13,26.03,22.28,50.1,25.93,51.96
146.54,294.53,23.61,52.89,262.32,556.85
411.66,621.41,11.95,52.97,551.82,1173.23
109.01,19.12,24.55,20.63,73.54,92.66
154.14,8.61,7.6,13.24,107.0,115.61
30.53,40.62,3.65,52.18,37.23,77.85
54.52,68.54,11.92,46.56,78.66,147.2
294.59,731.1,24.21,52.25,668.2,1399.3
79.06,197.05,10.22,49.85,198.25,395.3
183.64,299.44,7.31,40.76,435.12,734.56
396.24,145.26,20.27,38.59,231.17,376.43
17.53,11.62,19.29,33.14,23.44,35.06
79.25,87.87,9.53,29.18,213.28,301.15
108.24,226.15,11.64,41.79,315.05,541.2
84.61,95.55,6.77,41.83,132.9,228.45
49.29,62.71,4.29,37.42,104.88,167.59
69.37,123.33,7.85,59.01,84.78,208.11
70.79,96.56,4.62,35.9,172.44,269.0
143.2,197.05,15.6,34.4,375.75,572.8
126.15,55.04,24.21,51.33,52.19,107.23
168.21,290.25,22.44,36.33,508.75,799.0
61.36,72.58,16.7,41.5,102.3,174.88
56.41,58.24,1.01,28.68,144.84,203.08
15.72,12.33,15.75,20.57,47.6,59.93
34.75,16.6,1.29,50.29,16.41,33.01
116.43,54.03,21.5,46.41,62.4,116.43
344.39,784.3,19.55,54.67,741.5,1635.85
94.25,204.8,11.4,54.32,172.2,377.0
168.76,35.8,14.0,28.28,90.77,126.57
115.34,51.76,16.34,26.4,144.32,196.08
152.45,91.3,10.06,59.01,61.15,152.45
199.1,34.41,12.0,20.33,134.83,169.24
269.4,455.16,8.71,49.69,460.8,915.96
39.26,20.63,20.67,29.19,50.04,70.67
442.91,631.67,23.72,30.02,1097.55,1805.0
63.04,9.14,21.11,18.12,41.29,50.43
302.25,432.26,24.57,39.73,655.84,1088.1
53.2,20.7,11.65,43.23,27.18,47.88
343.04,501.53,18.95,54.15,424.68,926.21
30.92,41.09,20.01,49.22,42.39,83.48
64.48,52.06,1.11,47.49,57.56,109.62
169.93,65.3,15.0,40.45,96.13,161.43
58.73,54.22,12.49,46.16,63.24,117.46
55.02,24.05,2.55,48.57,25.47,49.52
111.65,117.76,8.22,24.82,356.75,474.51
23.79,11.87,6.44,55.44,13.04,22.06
198.92,200.94,19.46,33.67,395.82,596.76
17.66,9.47,6.93,22.35,32.91,42.38
15.72,7.18,0.86,28.08,13.04,22.06
87.88,149.01,10.77,47.1,167.36,316.37
107.64,176.16,16.43,40.91,254.4,430.56
157.01,287.32,19.6,48.16,309.32,596.64
89.29,59.07,6.07,24.5,182.01,241.08
153.9,70.63,11.44,45.89,83.27,153.9
88.95,173.85,21.04,39.09,270.9,444.75
56.39,19.14,23.1,21.21,71.08,90.22
313.39,285.18,9.99,33.7,560.97,846.15
82.51,38.05,6.17,18.08,172.35,210.4
268.31,138.73,7.21,20.28,545.46,684.19
203.49,119.12,11.64,32.52,247.16,366.28
173.66,135.76,21.32,45.99,159.46,295.22
157.5,62.09,0.58,41.5,87.53,149.62
118.49,269.36,0.25,56.83,204.6,473.96
52.78,27.88,4.27,52.82,24.9,52.78
282.02,364.83,0.25,43.12,481.23,846.06
106.13,52.88,16.11,52.45,47.94,100.82
102.62,119.99,8.56,34.39,228.92,348.91
150.58,394.5,12.86,55.16,320.75,715.25
162.59,322.88,11.84,49.65,327.48,650.36
131.52,72.92,1.18,18.48,321.64,394.56
280.81,82.86,11.81,32.79,169.87,252.73
95.62,30.78,5.25,32.19,64.84,95.62
411.7,696.6,15.84,47.0,785.52,1482.12
81.88,40.91,12.03,49.96,40.97,81.88
30.91,31.84,5.79,36.14,56.25,88.09
47.87,46.49,0.55,40.46,68.4,114.89
160.66,101.92,22.52,31.72,219.4,321.32
136.43,69.02,6.1,26.63,190.2,259.22
285.48,125.88,23.77,44.09,159.6,285.48
42.99,19.22,12.93,44.71,23.77,42.99
260.11,127.24,12.41,21.74,458.01,585.25
15.83,33.92,15.73,53.57,29.4,63.32
143.53,158.94,15.06,55.37,128.12,287.06
219.28,337.52,20.45,54.01,287.43,624.95
196.4,129.51,23.86,27.48,341.85,471.36
349.5,388.4,6.63,55.57,310.6,699.0
285.14,297.4,2.92,36.6,515.25,812.65
282.26,122.2,19.54,48.1,131.83,254.03
83.85,21.4,14.07,17.01,104.38,125.78
413.56,675.73,20.03,43.0,895.8,1571.53
26.43,20.96,1.88,31.1,46.44,67.4
27.49,9.99,9.26,36.34,17.5,27.49
117.18,105.48,13.43,30.01,246.06,351.54
143.41,130.38,9.66,45.46,156.44,286.82
196.01,138.92,0.25,39.37,213.9,352.82
119.53,182.49,20.1,40.18,271.72,454.21
176.87,236.11,23.66,29.67,559.8,795.91
116.77,54.89,1.46,27.65,143.62,198.51
196.03,349.82,20.06,52.49,316.68,666.5
78.12,57.26,7.23,43.12,75.54,132.8
169.05,71.02,2.62,46.68,81.12,152.14
135.67,41.49,21.95,30.58,94.18,135.67
92.29,74.39,12.68,42.42,100.96,175.35
117.96,197.51,11.33,35.25,362.8,560.31
42.43,40.32,0.35,47.51,44.54,84.86
146.78,42.29,23.79,30.33,97.15,139.44
53.24,53.98,6.31,50.69,52.5,106.48
108.15,159.88,9.29,36.96,272.72,432.6
20.29,46.41,3.6,50.83,44.9,91.31
138.92,126.45,22.07,30.34,290.31,416.76
175.31,72.68,6.77,41.46,102.63,175.31
144.06,376.98,19.27,55.09,307.3,684.28
58.85,94.24,10.78,40.03,141.16,235.4
52.64,84.86,10.41,47.41,94.12,178.98
205.71,237.44,3.7,28.86,585.4,822.84
316.38,189.39,11.54,35.21,348.46,537.85
215.61,171.36,11.27,29.44,410.79,582.15
277.71,97.32,18.33,38.94,152.62,249.94
109.1,262.8,9.43,53.53,228.15,490.95
296.81,784.3,0.25,57.51,630.5,1484.05
417.96,164.44,21.86,43.72,211.72,376.16
115.16,62.08,16.84,33.69,122.18,184.26
228.73,327.65,7.92,37.7,541.52,869.17
30.68,42.84,0.52,46.54,49.2,92.04
65.24,150.1,4.3,46.01,176.1,326.2
163.57,125.53,5.32,47.97,136.18,261.71
35.29,16.76,16.51,26.39,46.76,63.52
89.55,72.22,8.43,40.32,106.88,179.1
50.22,42.36,1.29,46.86,48.04,90.4
283.78,376.6,22.09,49.15,389.61,766.21
44.05,48.18,23.84,30.38,110.4,158.58
114.24,131.62,11.76,27.11,353.9,485.52
118.05,152.75,11.03,32.35,319.45,472.2
37.69,84.2,15.95,44.68,104.25,188.45
402.55,169.84,8.63,49.64,172.33,342.17
59.74,46.63,11.45,43.36,60.9,107.53
157.53,375.57,2.47,50.19,372.7,748.27
167.47,55.95,2.86,33.41,111.52,167.47
345.71,571.6,8.06,41.34,811.24,1382.84
303.34,133.87,20.87,24.52,412.14,546.01
201.9,406.67,23.9,42.4,552.35,959.02
297.19,438.61,8.65,34.73,824.45,1263.06
246.44,148.51,17.13,23.63,479.91,628.42
208.43,81.58,3.67,16.31,418.65,500.23
76.1,60.34,11.17,49.56,61.42,121.76
444.3,341.68,11.32,42.72,458.06,799.74
36.65,30.63,18.18,43.99,39.0,69.63
209.61,206.46,6.0,51.84,191.8,398.26
130.96,17.28,19.51,16.49,87.49,104.77
130.65,41.79,18.65,13.33,271.77,313.56
110.84,130.07,21.37,30.88,291.12,421.19
146.24,177.44,1.59,42.57,239.34,416.78
118.04,81.94,7.34,27.22,219.06,301.0
56.71,53.51,11.76,49.66,54.24,107.75
264.24,190.56,5.47,45.07,232.22,422.78
115.67,51.97,4.26,44.93,63.7,115.67
130.89,118.58,10.02,50.33,117.02,235.6
107.35,40.45,0.25,41.87,56.17,96.62
23.72,39.0,2.76,54.81,32.16,71.16
83.89,94.46,17.19,29.63,224.32,318.78
109.84,235.23,19.26,47.59,259.05,494.28
51.59,26.54,20.78,27.08,71.48,98.02
116.38,159.66,16.1,48.14,172.02,331.68
381.99,112.48,10.67,34.64,212.21,324.69
219.35,131.19,18.36,33.23,263.64,394.83
91.83,181.69,11.01,41.65,254.5,436.19
149.51,199.3,14.74,29.62,473.5,672.8
108.35,192.88,22.89,44.5,240.52,433.4
230.42,235.52,6.56,53.8,202.28,437.8
185.62,153.52,9.45,43.53,199.16,352.68
214.62,143.08,7.15,33.33,286.16,429.24
157.64,214.56,11.69,34.03,416.0,630.56
64.07,105.8,8.62,33.03,214.55,320.35
266.81,549.74,10.16,45.79,650.9,1200.64
29.99,53.45,17.13,35.65,96.5,149.95
103.25,110.53,21.97,41.98,152.76,263.29
143.16,31.47,22.74,25.86,90.22,121.69
144.52,105.7,11.31,36.57,183.34,289.04
159.72,111.06,5.63,38.63,176.44,287.5
107.87,72.72,12.45,26.44,202.35,275.07
432.3,727.34,10.87,49.48,742.48,1469.82
52.26,135.19,6.56,54.46,113.05,248.24
197.18,60.92,14.71,30.9,136.26,197.18
27.04,62.98,10.64,51.76,58.7,121.68
24.23,12.15,9.06,52.78,13.04,23.02
296.75,139.64,21.83,52.29,127.43,267.07
173.11,382.44,18.74,49.09,396.55,778.99
31.97,44.14,3.71,51.14,42.18,86.32
128.15,199.78,7.74,54.7,165.45,365.23
94.13,109.11,24.0,38.64,173.28,282.39
123.22,26.5,20.85,23.9,84.4,110.9
199.14,139.56,7.73,43.8,179.06,318.62
24.49,17.32,6.78,35.36,31.66,48.98
322.64,117.27,22.5,38.26,189.24,306.51
104.02,35.24,13.89,14.12,214.41,249.65
89.64,76.71,22.17,50.34,75.68,152.39
189.09,77.35,11.15,48.12,83.38,160.73
339.23,172.0,6.41,26.69,472.54,644.54
142.51,285.0,6.58,44.44,356.3,641.3
263.45,219.86,24.49,29.28,530.97,750.83
207.49,131.96,23.93,31.8,283.02,414.98
116.82,175.16,20.07,55.53,140.25,315.41
172.21,279.69,18.86,38.21,452.2,731.89
130.82,243.48,20.85,48.98,253.64,497.12
135.92,229.65,5.24,49.69,232.48,462.13
38.45,70.32,0.49,40.64,102.7,173.02
435.31,332.55,1.44,28.29,842.79,1175.34
283.39,160.85,24.49,56.76,122.54,283.39
38.62,50.72,6.56,34.56,96.04,146.76
220.86,485.67,18.53,48.87,508.2,993.87
102.13,21.85,20.52,13.37,141.56,163.41
217.86,185.66,0.26,23.67,598.64,784.3
190.99,326.66,22.53,42.76,437.3,763.96
259.78,385.72,22.7,37.12,653.4,1039.12
211.7,327.73,2.58,32.59,677.85,1005.58
38.15,19.22,24.69,50.38,18.93,38.15
345.26,419.82,18.35,47.68,460.59,880.41
276.24,379.17,18.0,45.75,449.55,828.72
151.18,116.41,5.48,48.13,125.48,241.89
258.76,579.36,23.28,55.97,455.68,1035.04
109.62,140.85,5.87,45.08,171.57,312.42
347.14,286.78,5.29,48.6,303.36,590.14
44.02,76.12,3.43,43.23,99.96,176.08
187.36,370.82,15.79,43.98,472.3,843.12
438.54,270.69,14.8,32.49,562.54,833.23
202.47,59.17,2.78,38.97,92.68,151.85
84.57,41.94,0.25,33.06,84.92,126.86
182.92,363.85,8.25,39.78,550.75,914.6
108.15,87.43,0.44,42.55,118.06,205.49
193.65,67.03,9.44,34.61,126.62,193.65
44.0,59.75,8.41,28.59,149.25,209.0
48.29,105.76,5.51,54.75,87.4,193.16
134.8,143.4,23.29,27.99,368.84,512.24
224.78,89.18,0.48,41.76,124.36,213.54
65.23,20.22,3.31,38.75,31.96,52.18
381.3,358.42,17.97,47.0,404.18,762.6
192.48,161.11,12.58,34.88,300.84,461.95
169.08,200.11,4.24,26.3,560.75,760.86
130.1,147.9,1.39,56.84,112.3,260.2
35.39,25.49,5.64,21.18,94.84,120.33
123.87,89.98,15.66,42.73,120.6,210.58
416.77,282.43,0.39,39.86,426.08,708.51
75.45,86.73,24.37,47.9,94.35,181.08
387.66,593.54,1.06,38.28,957.1,1550.64
167.4,128.64,14.78,38.42,206.16,334.8
135.66,71.06,14.79,30.81,159.56,230.62
248.39,372.69,24.44,44.13,471.84,844.53
88.84,171.86,22.88,53.74,147.96,319.82
50.99,32.61,20.37,18.81,140.76,173.37
168.99,123.99,23.49,27.17,332.28,456.27
244.23,201.19,24.36,48.46,214.0,415.19
117.69,120.72,23.12,34.19,232.35,353.07
33.04,27.97,3.87,19.92,112.45,140.42
122.92,32.66,13.96,29.52,77.97,110.63
100.09,33.07,3.0,34.78,62.02,95.09
475.51,375.64,21.08,47.72,411.5,787.14
16.34,8.04,6.36,28.94,19.74,27.78
23.02,12.19,7.3,52.95,13.04,23.02
63.14,163.81,2.98,54.62,136.1,299.91
72.41,120.0,13.26,36.83,205.85,325.85
222.53,198.92,8.44,26.29,557.68,756.6
402.48,376.32,23.9,31.17,831.12,1207.44
89.46,102.16,9.35,57.1,76.76,178.92
237.83,68.25,9.71,31.89,145.8,214.05
62.63,35.34,15.23,29.7,83.66,119.0
59.8,55.48,2.56,48.83,58.14,113.62
233.45,188.56,3.1,40.39,278.34,466.9
55.67,75.75,16.76,35.81,135.8,211.55
115.39,144.57,21.22,41.76,201.6,346.17
146.04,190.2,12.37,43.41,247.92,438.12
184.44,323.06,16.91,43.79,414.7,737.76
155.79,247.53,4.13,46.73,282.16,529.69
102.99,32.46,1.97,19.7,132.32,164.78
97.58,89.88,5.27,32.32,188.22,278.1
233.27,191.22,13.35,40.99,275.32,466.54
26.68,57.03,1.41,45.0,69.7,126.73
71.29,100.65,15.22,52.29,91.83,192.48
152.18,444.8,20.82,58.46,316.1,760.9
39.25,10.22,11.13,27.41,27.07,37.29
131.3,279.65,17.58,42.6,376.85,656.5
347.8,76.16,22.16,27.37,202.08,278.24
29.7,12.1,0.54,40.74,17.6,29.7
193.84,221.13,22.16,35.65,399.16,620.29
160.43,67.01,22.55,49.14,69.36,136.37
119.45,64.65,1.9,22.55,222.03,286.68
123.73,51.29,5.52,41.45,72.44,123.73
142.55,34.07,23.35,31.87,72.84,106.91
28.78,31.21,2.04,25.52,91.1,122.31
221.11,148.45,18.91,26.33,415.38,563.83
67.86,131.19,14.27,50.87,126.68,257.87
60.94,71.18,14.5,58.4,50.7,121.88
254.37,95.79,8.83,47.07,107.71,203.5
99.98,51.65,21.13,51.66,48.33,99.98
119.56,28.69,18.18,29.99,66.96,95.65
260.52,342.68,18.6,48.72,360.72,703.4
71.72,115.77,15.96,33.98,224.9,340.67
107.93,69.47,21.03,16.09,362.25,431.72
301.66,242.24,21.7,23.62,783.4,1025.64
187.38,292.74,1.67,48.82,306.88,599.62
127.85,47.92,11.98,39.45,73.54,121.46
244.46,78.23,18.22,33.68,154.01,232.24
164.16,409.27,13.12,55.4,329.45,738.72
103.37,111.18,9.9,31.63,240.28,351.46
420.98,370.75,23.21,32.62,765.9,1136.65
33.09,57.3,6.61,57.72,41.97,99.27
126.1,105.71,10.28,29.41,253.68,359.39
32.44,39.95,14.17,45.61,47.64,87.59
220.39,432.46,8.49,46.17,504.2,936.66
184.81,367.84,24.23,52.38,334.44,702.28
201.37,373.56,8.21,41.22,532.6,906.16
337.93,668.15,14.31,39.54,1021.5,1689.65
447.46,392.95,10.81,32.53,815.19,1208.14
121.61,32.67,20.04,33.58,64.62,97.29
38.97,18.13,7.14,48.97,18.89,37.02
27.09,71.2,8.89,52.57,64.25,135.45
55.87,64.45,22.99,32.04,136.68,201.13
56.39,54.26,17.11,53.46,47.24,101.5
191.54,299.97,4.92,41.76,418.3,718.27
140.48,77.0,6.78,32.24,161.82,238.82
147.66,40.95,6.33,34.67,77.18,118.13
208.51,112.59,10.49,28.42,283.58,396.17
132.36,131.06,10.52,29.12,318.96,450.02
430.15,697.48,4.47,36.03,1097.55,1805.0
126.76,49.95,3.52,39.41,76.81,126.76
21.49,8.73,3.23,40.62,13.04,22.06
188.66,36.74,14.35,22.91,123.62,160.36
129.49,145.18,1.99,56.06,113.8,258.98
240.96,152.33,6.92,37.19,257.3,409.63
31.07,17.47,12.11,35.14,32.24,49.71
120.97,158.13,17.08,36.31,277.36,435.49
63.72,131.55,0.62,41.29,187.05,318.6
54.05,30.43,9.83,22.08,107.4,137.83
247.76,91.69,23.01,37.01,156.07,247.76
190.2,159.63,7.25,31.08,353.91,513.54
20.4,25.53,1.62,41.72,35.67,61.2
95.02,33.64,24.67,41.65,47.13,80.77
189.18,138.28,13.78,36.55,240.08,378.36
209.55,468.27,17.82,49.66,474.7,942.97
78.89,30.36,20.71,42.76,40.64,71.0
186.31,182.92,19.93,38.5,292.17,475.09
122.76,148.63,15.62,28.49,373.1,521.73
117.84,77.21,22.37,16.38,394.15,471.36
77.1,104.64,13.31,37.7,172.92,277.56
83.02,196.55,24.75,47.35,218.55,415.1
122.34,38.81,18.17,37.32,65.18,103.99
246.49,493.33,16.28,47.09,554.25,1047.58
118.82,177.11,22.97,41.41,250.64,427.75
205.3,203.0,15.27,30.9,453.96,656.96
77.81,70.98,22.01,35.77,127.44,198.42
125.55,218.64,8.63,43.54,283.56,502.2
47.66,16.73,8.51,35.1,30.93,47.66
142.16,330.7,11.22,46.53,380.1,710.8
55.46,82.24,17.08,43.61,106.32,188.56
136.4,178.8,18.93,48.55,189.48,368.28
230.09,417.93,4.63,42.74,559.95,977.88
36.05,36.18,11.02,33.45,71.97,108.15
52.32,92.61,1.02,59.0,64.35,156.96
